As of: ,,2-Dec-21,,,,,,,,,,,,"Prepared by: Shelby Chase, Safety and Enforcement Division"
Utility,Year,Outage Start,Full Restoration ,Outage Duration,Outage Days,Outage Hours,Circuit Name,HFTD,TOTAL CUSTOMERS IMPACTED,RESIDENTIAL CUSTOMERS,COMMERCIAL/INDUSTRIAL CUSTOMERS,MEDICAL BASELINE CUSTOMERS,OTHER CUSTOMERS,Notes
SCE,2020,12/7/20 9:18,12/8/20 17:10,"1 days,7 hrs,52 min",1.328,31.87,TAPO,T3,460,436,11,13,0,
SCE,2020,12/7/20 9:18,12/8/20 17:10,"1 days,7 hrs,52 min",1.328,31.87,TAPO,T3,1,1,0,0,0,
SCE,2020,12/7/20 9:18,12/8/20 19:03,"1 days,9 hrs,45 min",1.406,33.75,TAPO,T3,17,8,9,0,0,
SCE,2020,12/7/20 9:18,12/8/20 19:06,"1 days,9 hrs,48 min",1.408,33.8,TAPO,T3,40,36,4,0,0,
SCE,2020,12/7/20 10:58,12/9/20 13:00,"2 days,2 hrs,2 min",2.085,50.03,THACHER,T3,1,1,0,0,0,
SCE,2020,12/7/20 10:58,12/9/20 13:00,"2 days,2 hrs,2 min",2.085,50.03,THACHER,T3,463,435,23,5,0,
SCE,2020,12/7/20 10:59,12/9/20 13:22,"2 days,2 hrs,23 min",2.099,50.38,THACHER,T3,49,49,0,0,0,
SCE,2020,12/7/20 10:26,12/9/20 10:44,"2 days,0 hrs,18 min",2.013,48.3,TIMBER CANYON,T2/T3,42,39,3,0,0,
SCE,2020,12/7/20 19:05,12/8/20 15:33,"0 days,20 hrs,28 min",0.853,20.47,TOWNSHIP,T3,564,533,18,13,0,
SCE,2020,12/7/20 19:05,12/8/20 15:44,"0 days,20 hrs,39 min",0.86,20.65,TOWNSHIP,T3,805,753,28,24,0,
SCE,2020,12/7/20 19:05,12/8/20 15:44,"0 days,20 hrs,39 min",0.86,20.65,TOWNSHIP,T3,1,1,0,0,0,
SCE,2020,12/7/20 19:05,12/8/20 16:04,"0 days,20 hrs,59 min",0.874,20.98,TOWNSHIP,T3,958,914,13,31,0,
SCE,2020,12/10/20 18:10,12/11/20 11:45,"0 days,17 hrs,35 min",0.733,17.58,TUFA,T2,1,0,1,0,0,
SCE,2020,12/7/20 7:16,12/8/20 16:09,"1 days,8 hrs,53 min",1.37,32.88,TWIN LAKES,T3,562,539,5,18,0,
SCE,2020,12/7/20 7:16,12/8/20 16:19,"1 days,9 hrs,3 min",1.377,33.05,TWIN LAKES,T3,277,263,8,6,0,
SCE,2020,12/7/20 11:16,12/8/20 15:52,"1 days,4 hrs,36 min",1.192,28.6,TWIN LAKES,T3,2801,2692,44,65,0,
SCE,2020,12/7/20 19:28,12/8/20 17:45,"0 days,22 hrs,17 min",0.928,22.28,VARGAS,T2/T3,394,366,7,21,0,
SCE,2020,12/7/20 14:17,12/8/20 17:28,"1 days,3 hrs,11 min",1.133,27.18,VERA CRUZ,T2/T3,5,1,4,0,0,
SCE,2020,12/7/20 17:28,12/8/20 15:56,"0 days,22 hrs,28 min",0.936,22.47,VETERANS,T2/T3,7,6,1,0,0,
SCE,2020,12/7/20 17:28,12/8/20 15:56,"0 days,22 hrs,28 min",0.936,22.47,VETERANS,T2/T3,1,1,0,0,0,
SCE,2020,12/7/20 17:28,12/8/20 15:56,"0 days,22 hrs,28 min",0.936,22.47,VETERANS,T2/T3,3,1,2,0,0,
SCE,2020,12/7/20 17:28,12/8/20 15:56,"0 days,22 hrs,28 min",0.936,22.47,VETERANS,T2/T3,6,3,2,0,1,
SCE,2020,12/7/20 17:28,12/8/20 16:27,"0 days,22 hrs,59 min",0.958,22.98,VETERANS,T2/T3,1,0,1,0,0,
SCE,2020,12/7/20 17:28,12/8/20 16:27,"0 days,22 hrs,59 min",0.958,22.98,VETERANS,T2/T3,3,0,3,0,0,
SCE,2020,12/7/20 18:29,12/8/20 16:53,"0 days,22 hrs,24 min",0.933,22.4,WINERY,T3,72,71,0,1,0,
SCE,2020,12/7/20 18:29,12/8/20 16:53,"0 days,22 hrs,24 min",0.933,22.4,WINERY,T3,1,1,0,0,0,
SCE,2020,12/7/20 6:06,12/8/20 11:21,"1 days,5 hrs,15 min",1.219,29.25,ZENDA,T2,122,117,4,1,0,
SCE,2020,12/7/20 6:06,12/8/20 12:17,"1 days,6 hrs,11 min",1.258,30.18,ZENDA,T2,133,127,0,6,0,
SCE,2020,12/7/20 6:06,12/8/20 12:17,"1 days,6 hrs,11 min",1.258,30.18,ZENDA,T2,3,3,0,0,0,
SCE,2020,12/7/20 9:33,12/9/20 2:28,"1 days,16 hrs,55 min",1.705,40.92,ZONE,T3,255,243,6,6,0,
SCE,2020,12/7/20 9:33,12/9/20 3:07,"1 days,17 hrs,34 min",1.732,41.57,ZONE,T3,55,51,3,1,0,
SCE,2020,12/7/20 9:33,12/9/20 3:07,"1 days,17 hrs,34 min",1.732,41.57,ZONE,T3,1,1,0,0,0,
SCE,2020,12/7/20 9:41,12/8/20 19:19,"1 days,9 hrs,38 min",1.401,33.63,ZONE,T3,325,300,15,10,0,
SCE,2020,12/7/20 9:41,12/8/20 19:19,"1 days,9 hrs,38 min",1.401,33.63,ZONE,T3,1,1,0,0,0,
SCE,2020,12/7/20 9:41,12/9/20 2:28,"1 days,16 hrs,47 min",1.699,40.78,ZONE,T3,24,13,10,1,0,
SCE,2020,12/7/20 9:41,12/9/20 2:28,"1 days,16 hrs,47 min",1.699,40.78,ZONE,T3,123,110,11,2,0,
SCE,2020,12/7/20 9:41,12/9/20 2:28,"1 days,16 hrs,47 min",1.699,40.78,ZONE,T3,161,146,9,6,0,
SCE,2020,12/7/20 9:41,12/9/20 2:28,"1 days,16 hrs,47 min",1.699,40.78,ZONE,T3,1,1,0,0,0,
SCE,2020,12/19/20 8:20,12/19/20 14:04,"0 days,5 hrs,44 min",0.239,5.73,ANTON,T3,139,120,17,2,0,
SCE,2020,12/23/20 8:26,12/24/20 11:57,"1 days,3 hrs,31 min",1.147,27.52,ANTON,T3,47,40,5,2,0,
SCE,2020,12/23/20 8:26,12/24/20 14:36,"1 days,6 hrs,10 min",1.257,30.17,ANTON,T3,2,0,2,0,0,
SCE,2020,12/23/20 10:19,12/23/20 15:43,"0 days,5 hrs,24 min",0.225,5.4,ARLENE,T3,115,108,0,7,0,
SCE,2020,12/23/20 10:19,12/24/20 12:39,"1 days,2 hrs,20 min",1.097,26.33,ARLENE,T3,460,432,17,11,0,
SCE,2020,12/23/20 10:19,12/24/20 12:39,"1 days,2 hrs,20 min",1.097,26.33,ARLENE,T3,135,133,2,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,2,2,0,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,1,0,1,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,1,1,0,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,119,91,22,6,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,6,6,0,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:38,"0 days,12 hrs,28 min",0.519,12.47,ATENTO,T3,27,14,13,0,0,
SCE,2020,12/23/20 20:10,12/24/20 8:40,"0 days,12 hrs,30 min",0.521,12.5,ATENTO,T3,412,384,21,7,0,
SCE,2020,12/23/20 20:10,12/24/20 8:44,"0 days,12 hrs,34 min",0.524,12.57,ATENTO,T3,29,23,5,0,1,
SCE,2020,12/23/20 20:10,12/24/20 8:46,"0 days,12 hrs,36 min",0.525,12.6,ATENTO,T3,7,3,3,1,0,
SCE,2020,12/23/20 20:10,12/24/20 8:46,"0 days,12 hrs,36 min",0.525,12.6,ATENTO,T3,171,157,9,5,0,
SCE,2020,12/23/20 20:10,12/24/20 8:46,"0 days,12 hrs,36 min",0.525,12.6,ATENTO,T3,22,20,2,0,0,
SCE,2020,12/23/20 8:59,12/24/20 10:22,"1 days,1 hrs,23 min",1.058,25.38,BALCOM,"T3, T2",122,118,4,0,0,
SCE,2020,12/23/20 8:59,12/24/20 11:15,"1 days,2 hrs,16 min",1.094,26.27,BALCOM,"T3, T2",26,26,0,0,0,
SCE,2020,12/23/20 8:59,12/24/20 11:15,"1 days,2 hrs,16 min",1.094,26.27,BALCOM,"T3, T2",98,94,3,1,0,
SCE,2020,12/23/20 8:59,12/24/20 9:15,"1 days,0 hrs,16 min",1.011,24.27,BALCOM,"T3, T2",3,3,0,0,0,
SCE,2020,12/23/20 8:59,12/24/20 9:42,"1 days,0 hrs,43 min",1.03,24.72,BALCOM,"T3, T2",110,110,0,0,0,
SCE,2020,12/23/20 10:38,12/24/20 10:15,"0 days,23 hrs,37 min",0.984,23.62,BIG ROCK,T3,119,115,2,2,0,
SCE,2020,12/22/20 6:21,12/22/20 12:52,"0 days,6 hrs,31 min",0.272,6.52,BIRCHIM,T2,3,3,0,0,0,
SCE,2020,12/23/20 10:43,12/23/20 16:54,"0 days,6 hrs,11 min",0.258,6.18,BOOTLEGGER,T3,62,60,0,2,0,
SCE,2020,12/23/20 10:51,12/23/20 11:24,"0 days,0 hrs,33 min",0.023,0.55,CABANA,T2,4,4,0,0,0,
SCE,2020,12/23/20 10:51,12/23/20 13:14,"0 days,2 hrs,23 min",0.099,2.38,CABANA,T2,1409,1349,0,60,0,
SCE,2020,12/23/20 10:51,12/23/20 13:14,"0 days,2 hrs,23 min",0.099,2.38,CABANA,T2,260,243,5,12,0,
SCE,2020,12/23/20 10:51,12/23/20 13:14,"0 days,2 hrs,23 min",0.099,2.38,CABANA,T2,275,267,6,2,0,
SCE,2020,12/23/20 10:51,12/23/20 13:17,"0 days,2 hrs,26 min",0.101,2.43,CABANA,T2,136,122,12,2,0,
SCE,2020,12/23/20 10:51,12/23/20 13:17,"0 days,2 hrs,26 min",0.101,2.43,CABANA,T2,158,150,0,8,0,
SCE,2020,12/23/20 10:51,12/23/20 13:17,"0 days,2 hrs,26 min",0.101,2.43,CABANA,T2,18,16,0,2,0,
SCE,2020,12/23/20 10:51,12/23/20 13:17,"0 days,2 hrs,26 min",0.101,2.43,CABANA,T2,103,99,3,1,0,
SCE,2020,12/23/20 5:57,12/24/20 11:13,"1 days,5 hrs,16 min",1.219,29.27,CALSTATE,"T3, T2",9,4,4,1,0,
SCE,2020,12/24/20 2:20,12/24/20 10:29,"0 days,8 hrs,9 min",0.34,8.15,CASTRO,T3,20,18,2,0,0,
SCE,2020,12/23/20 10:14,12/23/20 11:01,"0 days,0 hrs,47 min",0.033,0.78,COBRA,T3,1034,1023,1,10,0,
SCE,2020,12/23/20 10:14,12/23/20 11:01,"0 days,0 hrs,47 min",0.033,0.78,COBRA,T3,1,0,1,0,0,
SCE,2020,12/23/20 10:14,12/24/20 11:41,"1 days,1 hrs,27 min",1.06,25.45,COBRA,T3,151,150,1,0,0,
SCE,2020,12/23/20 10:14,12/24/20 11:41,"1 days,1 hrs,27 min",1.06,25.45,COBRA,T3,70,69,0,1,0,
SCE,2020,12/23/20 10:14,12/24/20 11:43,"1 days,1 hrs,29 min",1.062,25.48,COBRA,T3,441,414,20,7,0,
SCE,2020,12/23/20 10:14,12/24/20 11:43,"1 days,1 hrs,29 min",1.062,25.48,COBRA,T3,12,5,7,0,0,
SCE,2020,12/23/20 9:10,12/24/20 13:59,"1 days,4 hrs,49 min",1.201,28.82,CONDOR,"T3, T2",67,58,9,0,0,
SCE,2020,12/23/20 9:10,12/24/20 14:11,"1 days,5 hrs,1 min",1.209,29.02,CONDOR,"T3, T2",396,382,4,10,0,
SCE,2020,12/23/20 9:10,12/24/20 14:21,"1 days,5 hrs,11 min",1.216,29.18,CONDOR,"T3, T2",339,325,4,10,0,
SCE,2020,12/23/20 9:10,12/24/20 14:53,"1 days,5 hrs,43 min",1.238,29.72,CONDOR,"T3, T2",6,3,3,0,0,
SCE,2020,12/23/20 9:10,12/24/20 15:02,"1 days,5 hrs,52 min",1.244,29.87,CONDOR,"T3, T2",322,291,19,12,0,
SCE,2020,12/23/20 9:10,12/24/20 15:09,"1 days,5 hrs,59 min",1.249,29.98,CONDOR,"T3, T2",330,312,10,8,0,
SCE,2020,12/23/20 14:27,12/24/20 14:11,"0 days,23 hrs,44 min",0.989,23.73,DUKE,"T3, T2",22,16,6,0,0,
SCE,2020,12/23/20 7:37,12/24/20 12:05,"1 days,4 hrs,28 min",1.186,28.47,DYSART,"T3, T2",20,18,1,1,0,
SCE,2020,12/23/20 7:37,12/24/20 12:15,"1 days,4 hrs,38 min",1.193,28.63,DYSART,"T3, T2",49,47,1,1,0,
SCE,2020,12/23/20 7:37,12/24/20 12:15,"1 days,4 hrs,38 min",1.193,28.63,DYSART,"T3, T2",2,2,0,0,0,
SCE,2020,12/23/20 7:37,12/24/20 13:15,"1 days,5 hrs,38 min",1.235,29.63,DYSART,"T3, T2",4,4,0,0,0,
SCE,2020,12/18/20 10:21,12/18/20 15:12,"0 days,4 hrs,51 min",0.202,4.85,ECHO,"T3, T2",117,110,2,5,0,
SCE,2020,12/19/20 5:12,12/19/20 11:29,"0 days,6 hrs,17 min",0.262,6.28,ENERGY,T3,9,9,0,0,0,
SCE,2020,12/19/20 5:12,12/19/20 14:34,"0 days,9 hrs,22 min",0.39,9.37,ENERGY,T3,7,7,0,0,0,
SCE,2020,12/19/20 5:12,12/19/20 9:36,"0 days,4 hrs,24 min",0.183,4.4,ENERGY,T3,129,114,12,3,0,
SCE,2020,12/19/20 5:12,12/19/20 9:36,"0 days,4 hrs,24 min",0.183,4.4,ENERGY,T3,2,2,0,0,0,
SCE,2020,12/19/20 5:12,12/19/20 9:36,"0 days,4 hrs,24 min",0.183,4.4,ENERGY,T3,54,51,1,2,0,
SCE,2020,12/19/20 5:12,12/19/20 9:37,"0 days,4 hrs,25 min",0.184,4.42,ENERGY,T3,621,612,3,6,0,
SCE,2020,12/19/20 21:51,12/20/20 14:54,"0 days,17 hrs,3 min",0.71,17.05,ENERGY,T3,9,9,0,0,0,
SCE,2020,12/19/20 21:58,12/20/20 16:18,"0 days,18 hrs,20 min",0.764,18.33,ENERGY,T3,22,10,12,0,0,
SCE,2020,12/19/20 21:58,12/20/20 16:18,"0 days,18 hrs,20 min",0.764,18.33,ENERGY,T3,1,0,1,0,0,
SCE,2020,12/19/20 21:58,12/20/20 16:18,"0 days,18 hrs,20 min",0.764,18.33,ENERGY,T3,1,0,1,0,0,
SCE,2020,12/19/20 21:58,12/20/20 16:18,"0 days,18 hrs,20 min",0.764,18.33,ENERGY,T3,11,3,8,0,0,
SCE,2020,12/19/20 21:58,12/20/20 16:18,"0 days,18 hrs,20 min",0.764,18.33,ENERGY,T3,2,0,2,0,0,
SCE,2020,12/23/20 7:16,12/24/20 14:37,"1 days,7 hrs,21 min",1.306,31.35,ENERGY,T3,22,10,12,0,0,
SCE,2020,12/23/20 7:16,12/24/20 14:37,"1 days,7 hrs,21 min",1.306,31.35,ENERGY,T3,1,0,1,0,0,
SCE,2020,12/23/20 7:16,12/24/20 14:37,"1 days,7 hrs,21 min",1.306,31.35,ENERGY,T3,1,0,1,0,0,
SCE,2020,12/23/20 7:16,12/24/20 14:37,"1 days,7 hrs,21 min",1.306,31.35,ENERGY,T3,11,3,8,0,0,
SCE,2020,12/23/20 7:16,12/24/20 14:37,"1 days,7 hrs,21 min",1.306,31.35,ENERGY,T3,2,0,2,0,0,
SCE,2020,12/23/20 8:17,12/24/20 12:21,"1 days,4 hrs,4 min",1.169,28.07,ENERGY,T3,9,9,0,0,0,
SCE,2020,12/23/20 9:48,12/23/20 17:20,"0 days,7 hrs,32 min",0.314,7.53,ESTABAN,"T3, T2",1,1,0,0,0,
SCE,2020,12/23/20 9:48,12/23/20 17:20,"0 days,7 hrs,32 min",0.314,7.53,ESTABAN,"T3, T2",13,13,0,0,0,
SCE,2020,12/23/20 9:48,12/23/20 18:10,"0 days,8 hrs,22 min",0.349,8.37,ESTABAN,"T3, T2",11,10,1,0,0,
SCE,2020,12/23/20 9:48,12/23/20 18:10,"0 days,8 hrs,22 min",0.349,8.37,ESTABAN,"T3, T2",131,121,10,0,0,
SCE,2020,12/23/20 22:18,12/24/20 10:20,"0 days,12 hrs,2 min",0.501,12.03,ESTABAN,"T3, T2",12,11,1,0,0,
SCE,2020,12/23/20 22:18,12/24/20 10:20,"0 days,12 hrs,2 min",0.501,12.03,ESTABAN,"T3, T2",144,134,10,0,0,
SCE,2020,12/23/20 21:26,12/24/20 11:22,"0 days,13 hrs,56 min",0.581,13.93,FINGAL,T3,3,1,2,0,0,
SCE,2020,12/23/20 21:26,12/24/20 11:53,"0 days,14 hrs,27 min",0.602,14.45,FINGAL,T3,88,82,2,4,0,
SCE,2020,12/23/20 21:26,12/24/20 12:42,"0 days,15 hrs,16 min",0.636,15.27,FINGAL,T3,119,109,5,5,0,
SCE,2020,12/23/20 21:26,12/24/20 14:12,"0 days,16 hrs,46 min",0.699,16.77,FINGAL,T3,15,12,3,0,0,
SCE,2020,12/23/20 21:26,12/24/20 14:12,"0 days,16 hrs,46 min",0.699,16.77,FINGAL,T3,3,1,2,0,0,
SCE,2020,12/23/20 10:24,12/24/20 16:03,"1 days,5 hrs,39 min",1.235,29.65,FROZEN,T2,1,0,1,0,0,
SCE,2020,12/23/20 9:10,12/24/20 14:41,"1 days,5 hrs,31 min",1.23,29.52,GNATCATCHER,T3,51,36,15,0,0,
SCE,2020,12/23/20 9:10,12/24/20 14:43,"1 days,5 hrs,33 min",1.231,29.55,GNATCATCHER,T3,1,0,1,0,0,
SCE,2020,12/23/20 9:10,12/24/20 15:44,"1 days,6 hrs,34 min",1.274,30.57,GNATCATCHER,T3,457,422,9,26,0,
SCE,2020,12/23/20 9:10,12/24/20 15:47,"1 days,6 hrs,37 min",1.276,30.62,GNATCATCHER,T3,30,26,3,1,0,
SCE,2020,12/23/20 9:10,12/24/20 15:48,"1 days,6 hrs,38 min",1.276,30.63,GNATCATCHER,T3,803,757,13,33,0,
SCE,2020,12/23/20 9:10,12/24/20 15:51,"1 days,6 hrs,41 min",1.278,30.68,GNATCATCHER,T3,108,98,7,3,0,
SCE,2020,12/23/20 11:08,12/24/20 10:24,"0 days,23 hrs,16 min",0.969,23.27,GUITAR,T3,39,10,29,0,0,
SCE,2020,12/23/20 11:08,12/24/20 10:24,"0 days,23 hrs,16 min",0.969,23.27,GUITAR,T3,3,0,3,0,0,
SCE,2020,12/23/20 10:19,12/23/20 16:37,"0 days,6 hrs,18 min",0.263,6.3,HILLFIELD,T3,362,343,9,10,0,
SCE,2020,12/23/20 10:19,12/23/20 16:37,"0 days,6 hrs,18 min",0.263,6.3,HILLFIELD,T3,68,66,0,2,0,
SCE,2020,12/23/20 10:19,12/24/20 13:49,"1 days,3 hrs,30 min",1.146,27.5,HILLFIELD,T3,619,605,8,6,0,
SCE,2020,12/23/20 10:19,12/24/20 13:49,"1 days,3 hrs,30 min",1.146,27.5,HILLFIELD,T3,53,49,3,1,0,
SCE,2020,12/23/20 10:19,12/24/20 13:56,"1 days,3 hrs,37 min",1.151,27.62,HILLFIELD,T3,397,384,3,10,0,
SCE,2020,12/23/20 10:19,12/24/20 13:56,"1 days,3 hrs,37 min",1.151,27.62,HILLFIELD,T3,15,14,1,0,0,
SCE,2020,12/23/20 10:19,12/24/20 14:07,"1 days,3 hrs,48 min",1.158,27.8,HILLFIELD,T3,515,493,5,17,0,
SCE,2020,12/23/20 10:19,12/24/20 14:07,"1 days,3 hrs,48 min",1.158,27.8,HILLFIELD,T3,8,3,5,0,0,
SCE,2020,12/23/20 10:19,12/24/20 14:19,"1 days,4 hrs,0 min",1.167,28,HILLFIELD,T3,11,8,2,1,0,
SCE,2020,12/24/20 3:04,12/24/20 14:26,"0 days,11 hrs,22 min",0.474,11.37,HONEYCRISP,T2,6,0,6,0,0,
SCE,2020,12/24/20 3:04,12/24/20 14:26,"0 days,11 hrs,22 min",0.474,11.37,HONEYCRISP,T2,2,0,2,0,0,
SCE,2020,12/24/20 3:04,12/24/20 14:26,"0 days,11 hrs,22 min",0.474,11.37,HONEYCRISP,T2,1,1,0,0,0,
SCE,2020,12/24/20 3:04,12/24/20 4:29,"0 days,1 hrs,25 min",0.059,1.42,HONEYCRISP,T2,685,658,7,20,0,
SCE,2020,12/24/20 3:04,12/24/20 6:10,"0 days,3 hrs,6 min",0.129,3.1,HONEYCRISP,T2,790,773,3,14,0,
SCE,2020,12/23/20 10:14,12/23/20 11:12,"0 days,0 hrs,58 min",0.04,0.97,JULIUS,T3,352,334,7,11,0,
SCE,2020,12/23/20 10:14,12/23/20 11:12,"0 days,0 hrs,58 min",0.04,0.97,JULIUS,T3,793,782,1,10,0,
SCE,2020,12/23/20 10:14,12/23/20 11:12,"0 days,0 hrs,58 min",0.04,0.97,JULIUS,T3,1,0,1,0,0,
SCE,2020,12/23/20 10:14,12/24/20 13:07,"1 days,2 hrs,53 min",1.12,26.88,JULIUS,T3,822,791,15,16,0,
SCE,2020,12/23/20 10:14,12/24/20 13:07,"1 days,2 hrs,53 min",1.12,26.88,JULIUS,T3,7,3,4,0,0,
SCE,2020,12/23/20 10:14,12/24/20 13:07,"1 days,2 hrs,53 min",1.12,26.88,JULIUS,T3,1,0,1,0,0,
SCE,2020,12/23/20 10:14,12/24/20 13:09,"1 days,2 hrs,55 min",1.122,26.92,JULIUS,T3,1166,1127,11,28,0,
SCE,2020,12/23/20 10:14,12/24/20 13:09,"1 days,2 hrs,55 min",1.122,26.92,JULIUS,T3,3,2,1,0,0,
SCE,2020,12/23/20 10:14,12/24/20 13:09,"1 days,2 hrs,55 min",1.122,26.92,JULIUS,T3,1,1,0,0,0,
SCE,2020,12/23/20 10:19,12/23/20 12:24,"0 days,2 hrs,5 min",0.087,2.08,MARCUS,T3,90,88,0,2,0,
SCE,2020,12/23/20 10:19,12/23/20 12:24,"0 days,2 hrs,5 min",0.087,2.08,MARCUS,T3,427,410,3,14,0,
SCE,2020,12/23/20 10:19,12/24/20 12:24,"1 days,2 hrs,5 min",1.087,26.08,MARCUS,T3,861,826,12,23,0,
SCE,2020,12/23/20 10:19,12/24/20 12:24,"1 days,2 hrs,5 min",1.087,26.08,MARCUS,T3,8,4,4,0,0,
SCE,2020,12/23/20 10:19,12/24/20 12:31,"1 days,2 hrs,12 min",1.092,26.2,MARCUS,T3,509,478,12,19,0,
SCE,2020,12/23/20 10:19,12/24/20 12:31,"1 days,2 hrs,12 min",1.092,26.2,MARCUS,T3,13,10,2,1,0,
SCE,2020,12/23/20 14:35,12/24/20 14:01,"0 days,23 hrs,26 min",0.976,23.43,NAPOLEON,"T3, T2",44,33,10,1,0,
SCE,2020,12/18/20 9:57,12/18/20 17:01,"0 days,7 hrs,4 min",0.294,7.07,NORTHPARK,"T3, T2",471,443,23,5,0,
SCE,2020,12/18/20 9:57,12/18/20 17:04,"0 days,7 hrs,7 min",0.297,7.12,NORTHPARK,"T3, T2",71,59,11,1,0,
SCE,2020,12/18/20 9:57,12/18/20 17:14,"0 days,7 hrs,17 min",0.303,7.28,NORTHPARK,"T3, T2",2,2,0,0,0,
SCE,2020,12/18/20 9:57,12/18/20 17:14,"0 days,7 hrs,17 min",0.303,7.28,NORTHPARK,"T3, T2",289,264,10,15,0,
SCE,2020,12/18/20 9:57,12/18/20 17:16,"0 days,7 hrs,19 min",0.305,7.32,NORTHPARK,"T3, T2",1,1,0,0,0,
SCE,2020,12/18/20 9:57,12/18/20 17:16,"0 days,7 hrs,19 min",0.305,7.32,NORTHPARK,"T3, T2",260,242,6,12,0,
SCE,2020,12/23/20 14:31,12/24/20 10:00,"0 days,19 hrs,29 min",0.812,19.48,NORTHPARK,"T3, T2",1,1,0,0,0,
SCE,2020,12/23/20 14:31,12/24/20 10:00,"0 days,19 hrs,29 min",0.812,19.48,NORTHPARK,"T3, T2",260,242,6,12,0,
SCE,2020,12/23/20 14:31,12/24/20 9:58,"0 days,19 hrs,27 min",0.81,19.45,NORTHPARK,"T3, T2",2,2,0,0,0,
SCE,2020,12/23/20 14:31,12/24/20 9:58,"0 days,19 hrs,27 min",0.81,19.45,NORTHPARK,"T3, T2",289,264,10,15,0,
SCE,2020,12/23/20 18:03,12/24/20 9:53,"0 days,15 hrs,50 min",0.66,15.83,NORTHPARK,"T3, T2",71,59,11,1,0,
SCE,2020,12/23/20 20:39,12/24/20 11:37,"0 days,14 hrs,58 min",0.624,14.97,PETIT,"T3, T2",92,67,24,1,0,
SCE,2020,12/23/20 15:18,12/24/20 11:07,"0 days,19 hrs,49 min",0.826,19.82,PHEASANT,"T3, T2",177,168,3,6,0,
SCE,2020,12/23/20 10:20,12/23/20 13:40,"0 days,3 hrs,20 min",0.139,3.33,RACER,T3,337,325,9,3,0,
SCE,2020,12/23/20 10:20,12/23/20 13:40,"0 days,3 hrs,20 min",0.139,3.33,RACER,T3,2,1,1,0,0,
SCE,2020,12/23/20 10:20,12/24/20 12:01,"1 days,1 hrs,41 min",1.07,25.68,RACER,T3,202,199,0,3,0,
SCE,2020,12/23/20 10:20,12/24/20 12:14,"1 days,1 hrs,54 min",1.079,25.9,RACER,T3,173,168,0,5,0,
SCE,2020,12/23/20 10:20,12/24/20 12:25,"1 days,2 hrs,5 min",1.087,26.08,RACER,T3,8,6,2,0,0,
SCE,2020,12/23/20 10:20,12/24/20 12:25,"1 days,2 hrs,5 min",1.087,26.08,RACER,T3,1,0,1,0,0,
SCE,2020,12/23/20 8:58,12/24/20 11:42,"1 days,2 hrs,44 min",1.114,26.73,RAINBOW,"T3, T2",2,2,0,0,0,
SCE,2020,12/23/20 8:58,12/24/20 11:42,"1 days,2 hrs,44 min",1.114,26.73,RAINBOW,"T3, T2",1,0,1,0,0,
SCE,2020,12/23/20 8:58,12/24/20 11:42,"1 days,2 hrs,44 min",1.114,26.73,RAINBOW,"T3, T2",15,14,1,0,0,
SCE,2020,12/23/20 17:50,12/24/20 11:46,"0 days,17 hrs,56 min",0.747,17.93,RAINBOW,"T3, T2",1,1,0,0,0,
SCE,2020,12/23/20 17:50,12/24/20 11:46,"0 days,17 hrs,56 min",0.747,17.93,RAINBOW,"T3, T2",13,11,2,0,0,
SCE,2020,12/23/20 17:50,12/24/20 11:46,"0 days,17 hrs,56 min",0.747,17.93,RAINBOW,"T3, T2",145,133,10,2,0,
SCE,2020,12/23/20 11:05,12/24/20 12:05,"1 days,1 hrs,0 min",1.042,25,RICARDO,"T3, T2",530,510,12,8,0,
SCE,2020,12/23/20 7:40,12/23/20 8:34,"0 days,0 hrs,54 min",0.037,0.9,SADDLEBACK,"T3, T2",4,4,0,0,0,
SCE,2020,12/23/20 7:40,12/24/20 11:54,"1 days,4 hrs,14 min",1.176,28.23,SADDLEBACK,"T3, T2",1,1,0,0,0,
SCE,2020,12/23/20 7:40,12/24/20 13:13,"1 days,5 hrs,33 min",1.231,29.55,SADDLEBACK,"T3, T2",2,2,0,0,0,
SCE,2020,12/23/20 7:40,12/24/20 13:13,"1 days,5 hrs,33 min",1.231,29.55,SADDLEBACK,"T3, T2",1,0,1,0,0,
SCE,2020,12/18/20 9:47,12/19/20 12:39,"1 days,2 hrs,52 min",1.119,26.87,SAND CANYON,T3,1,0,1,0,0,
SCE,2020,12/18/20 9:47,12/19/20 12:39,"1 days,2 hrs,52 min",1.119,26.87,SAND CANYON,T3,4,2,2,0,0,
SCE,2020,12/18/20 9:47,12/19/20 12:39,"1 days,2 hrs,52 min",1.119,26.87,SAND CANYON,T3,4,1,3,0,0,
